siteIDPartRs,datePartRs,bandNumberPartRs,typePartRs,notesPartRs
LAFOMELVA1,2016-12-10,2651-56296,P,"I put out food after a period of no food.  I had seen some rats and voles in the back of the yard.  As soon as I put the food out, the House Sparrows came, then the finches, then the Chickadees.  The cardinals come later.  Bluejays and Crows showed up for peanuts.   The fountain is working.  Mammals - Squirrels, mice.
 JLM: I believe this is the correct  bird but the entry only has one color band."
LAFOMELVA1,2017-03-10,2651-56296,P,"Weather:  Hail, 40degrees F. Food at feeders: safflower, mixed with sunflower seeds, millet, and safflower. 2 large suet cones.  Small and large feeders.  Female NOCA perching.  Other birds:  Male and female Goldfinches.  Male Goldfinch beginning to show color.  Juncos, Robins, Starling, Mourning Doves, Cardinals, Red-headed Finches, English Sparrows.    
Changes to garden:  Installed a pond, 4X6 ft. with small waterfall,  2x2 ft. opening, field stones, and large pebbles.  Minnows.  Have observed a Cooper's Hawk dip in to the water, then fly to tree limbs to shake out the water.  
Squirrels are feeding upside down.  Corn has been put out for them."
LAFOMELVA1,2017-03-15,2651-56296,P,"Cloudy and cold, 21degrees F.  Wind - 15-30 mph with gusts. Snow and ice. Feeders are full with safflower, bird bark nuggets ( peanut butter and lard), mixed seed with sunflower seed, thistle, blocks of suet.  Finches, Nuthatches, Chickadees, Cardinals, Starlings, and a female Baltimore Oriole - took a photo.  I have also put out corn for the squirrels to eat at the back of the yard.  The pond and small waterfall are working.  A side feeder has been loaded and it is frequented by Red headed finches, a Carolina Wren, a Nuthatch, English Sparrows and the female Baltimore Oriole, a red-bellied wood pecker.   Squirrels come to feed upside down and there is benign neglect in turning them away in such cold. It is important to show kindness and generosity in such a blast of cold."
LAFOMELVA1,2017-03-20,2711-77143,P,"I have been hearing a Carolina Wren all winter.  I saw this wren at the side feeder.  It looks healthy.  Today is sunny, cool, snow is melting.  Trees flowering later in backyard.  Pond is running. Usual assortment of Cardinals, Tufted Titmouse, Downy Woodpecker, Starlings, English Sparrows, and Red-bellied Woodpeckers.  Bluejays and Crows come for the peanuts.  Three blocks away at Lee Highway and Westmoreland, spotted Crows mobbing a Bald Eagle.  There is one in Falls Church."
LAFOMELVA1,2017-05-31,2711-77143,P,The garden is a jungle.  Arrowwood Vibernum in bloom and passed.  Service Berry tree in fruit.  Mullberry (nonnative) in fruit.  Ferns are out.  Carolina Wrens nesting in Trumpeter vine.  Baby bird chirping in bush where Gray Catbirds started and abandoned a nest.  Saw Carolina Wrens come to the window and go into the bush.  Other flowers - Salvia in bloom.  Lamb's Ear in bloom.  Rhodendon has passed.  Spiderwort in bloom.  Woodland Phlox in bloom.  Wild Geranium has passed.  Many birds come to the bubbling pond.  Chipmunks active.  Rabbits nibbling on some plants.  Fox sighted at 6 am.   3 young bucks sighted 1/2 mile away on Moly st. McLean.
LAFOMELVA1,2017-07-01,2651-56293,P,"Thunderstorm began.  Rain.  Hot and humid - 95 degrees F  I saw the Catbird as the storm was going to start.  Bee Balm in full bloom, Purple Coneflower, Vibernum bush has berries.  Sited a Black Swallowtail Butterfly at the Spicebush."
LAFOMELVA1,2017-09-05,2651-56296,P,Planted Native Phlox and Buttefly Weed in new garden. New England Asters.
LAFOMELVA1,2017-09-06,2771-42003,P,Can hear the Carolina Wren.
LAFOMELVA1,2017-09-09,2771-42006,P,"""Leaves of Milkweed are turning yellow.  Coreopsis in bloom.  Asters in bloom.  Planting many perennials for next year.  Hummingbirds coming to feeder in the morning  .  Unbanded and smaller Chickadees coming to feeder.  Wrens.  Banded Cardinals.  Immature Hairy Woodpecker.  Blue Jays and Crows.  Squirrels, Chipmunks, Mice, all foraging.   """
LAFOMELVA1,2017-09-17,2711-77143,P,"Cleaned feeders and put up safflower, suet, peanuts, thistle.  Hummingbird feeder up.  Asters in bloom, Foxglove, Coreopsis, Blue Mist Flower.  Saw an unbanded Catbird come into the yard.  Crows, Nuthatches, Tufted Titmouse, Chickadees coming to feeder."
LAFOMELVA1,2017-09-26,2651-56296,P,"See a banded Tufted Titmouse but cannot see bands.  I do have a TUTI #2662-31591 with no color combo noted.  Sex Unknown, weight 21.6 It was a Recap.  So I am not sure.  Goldenrod in full bloom.  White Wood Aster is snow in Autumn.   Wild Ginger growing nicely.  Planted some sedges and native ground cover.  Beauty Berry is making purple berrires.  Blueberries were eaten when still green. Fish in pond.  Am watering the yard.  So dry.  Plan to make a native garden of the front yard.  Saw a little brown bird flitting in the bushes - smaller than a Goldfinch.  Monarch butterfly sited nectaring.  Cabbage White butterfly.  Many earthworms in soil.  Green one year Cicadas sing.  Katydids and Crickets still singing."
LAFOMELVA1,2017-09-26,2730-26432,P,Can hear a lot of Chickadees scolding today.  Downy Woodpecker on Persimmon Tree.
LAFOMELVA1,2017-09-30,2561-56831,P,"""If this sighting is correct, this bird would be from 2012.  It was a female and I am certain it had a yellow white combo.  There are many large, older trees being cut down and it is possible that birds are shifting.  My feeders run all year round.   So she could have come in.  The pond is working and there is a bird bath.  There is abundant cover and seed.  I was startled while gardening, and she was moving fast.   Will be on the look out for her again.   I had a """"drop-in"""" bird come to the garden. It was smaller than others, yellow head and chest, shorter tail, some kind of warbler.  I could not hear a song, but later in the day I saw it and heard a song.  Am checking Audubon recordings and cannot recognize it.  It was not a Prothonoatary Warbler as this bird had a definite chain of notes in a song.  I get """"drop-ins"""" now.  Will be on the lookout."""
LANDCELVA1,2009-07-02,2301-56632,P,"yearColumn = 2008, banded_7/1/08; yearColumn = 2009, resighted by participant 2 July; yearColumn = 2010, resighted by participant 5, 9 April; 10 July; yearColumn = 2011, resighted by participant 07/06/2011"
LANDCELVA1,2009-11-14,2281-69118,P,"yearColumn = 2007, banded 7-Jul; yearColumn = 2009, resighted by participant 14 November; yearColumn = 2010, resighted by participant 19 March, 21 April; 24 June; resighted 6/4"
LANDCELVA1,2010-03-19,2281-69118,P,"yearColumn = 2007, banded 7-Jul; yearColumn = 2009, resighted by participant 14 November; yearColumn = 2010, resighted by participant 19 March, 21 April; 24 June; resighted 6/4"
LANDCELVA1,2010-03-19,2441-14124,P,"yearColumn = 2009, Banded 6/20/2009; yearColumn = 2010, resighted by participant 19 March"
LANDCELVA1,2010-03-20,1292-64325,P,"yearColumn = 2009, Banded 6/20/2009; resighted by participant 24 June; yearColumn = 2010, resighted by participant 20 March; 15, 23 April. resighted 6/4"
LANDCELVA1,2010-04-05,2301-56632,P,"yearColumn = 2008, banded_7/1/08; yearColumn = 2009, resighted by participant 2 July; yearColumn = 2010, resighted by participant 5, 9 April; 10 July; yearColumn = 2011, resighted by participant 07/06/2011"
LANDCELVA1,2010-04-09,2301-56632,P,"yearColumn = 2008, banded_7/1/08; yearColumn = 2009, resighted by participant 2 July; yearColumn = 2010, resighted by participant 5, 9 April; 10 July; yearColumn = 2011, resighted by participant 07/06/2011"
LANDCELVA1,2010-04-15,1292-64325,P,"yearColumn = 2009, Banded 6/20/2009; resighted by participant 24 June; yearColumn = 2010, resighted by participant 20 March; 15, 23 April. resighted 6/4"
LANDCELVA1,2010-04-21,2281-69118,P,"yearColumn = 2007, banded 7-Jul; yearColumn = 2009, resighted by participant 14 November; yearColumn = 2010, resighted by participant 19 March, 21 April; 24 June; resighted 6/4"
LANDCELVA1,2010-04-23,1292-64323,P,"yearColumn = 2009, Banded 6/20/2009; yearColumn = 2010, resighted by participant 23 April"
LANDCELVA1,2010-04-23,1292-64325,P,"yearColumn = 2009, Banded 6/20/2009; resighted by participant 24 June; yearColumn = 2010, resighted by participant 20 March; 15, 23 April. resighted 6/4"
LANDCELVA1,2010-06-11,2590-82419,P,"yearColumn = 2009, Banded 6/20/2009; yearColumn = 2010, resighted by participant 11 June"
LANDCELVA1,2010-06-18,2441-14123,P,"yearColumn = 2009, Banded 6/20/2009; yearColumn = 2010, resighted 6/4/10; resighted by participant 18 June"
LANDCELVA1,2010-06-24,2281-69118,P,"yearColumn = 2007, banded 7-Jul; yearColumn = 2009, resighted by participant 14 November; yearColumn = 2010, resighted by participant 19 March, 21 April; 24 June; resighted 6/4"
LANDCELVA1,2011-07-06,2301-56632,P,"yearColumn = 2008, banded_7/1/08; yearColumn = 2009, resighted by participant 2 July; yearColumn = 2010, resighted by participant 5, 9 April; 10 July; yearColumn = 2011, resighted by participant 07/06/2011"
LANGPETMA1,2013-03-10,2690-87918,P,noData
LANGPETMA1,2013-10-01,2690-87918,P,noData
LATTSTEPA1,2015-08-17,1781-50407,P,noData
LATTSTEPA1,2016-10-21,1342-74119,N,data from BBL report 6/10/17.
LAUESARFL1,2016-03-10,2541-37599,P,noData
LAUESARFL1,2016-03-24,2590-82059,P,noData
LAUESARFL1,2016-03-24,2641-96733,P,noData
LAUESARFL1,2016-03-24,2641-96734,P,noData
LAUESARFL1,2016-04-03,2641-96733,P,noData
LEEJOEPA1,2014-06-28,2641-97055,P,noData
LEEJOEPA1,2016-01-24,2641-97055,P,noData
LEEJOEPA1,2016-02-19,2641-97055,P,noData
LEEJOEPA1,2016-03-28,2641-97055,P,noData
LEEJOEPA1,2016-04-13,2641-97055,P,noData
LEEJOEPA1,2016-05-26,2641-97055,P,noData
LEEJOEPA1,2016-06-18,2641-97057,P,noData
LEEJOEPA1,2016-06-24,2541-40567,P,noData
LEEJOEPA1,2016-06-30,2641-97055,P,noData
LEEJOEPA1,2016-07-23,2641-97055,P,noData
LEEJOEPA1,2016-08-19,2641-97055,P,noData
LEEJOEPA1,2016-09-19,2641-97055,P,noData
LEEJOEPA1,2016-10-27,2641-97055,P,noData
LEEJOEPA1,2016-11-25,2641-97055,P,noData
LEEJOEPA1,2016-12-30,2641-97055,P,noData
LEEJOEPA1,2017-02-02,1781-50410,P,noData
LEEJOEPA1,2017-02-13,2441-14476,P,noData
LEEJOEPA1,2017-02-19,2441-14476,P,noData
LEEJOEPA1,2017-03-03,2641-97055,P,noData
LEEJOEPA1,2017-03-10,2651-51711,P,noData
LEEJOEPA1,2017-03-13,2641-97055,P,noData
LEEJOEPA1,2017-03-19,2441-14476,P,noData
LEEJOEPA1,2017-04-05,1781-50409,P,noData
LEEJOEPA1,2017-05-27,2641-97055,P,noData
LEEJOEPA1,2017-06-07,2641-97055,P,noData
LEEJOEPA1,2017-06-10,2641-97055,P,noData
LEEJOEPA1,2017-06-24,2441-96582,P,"rebanded, captured in 2015"
LEEJOEPA1,2017-06-29,2711-77893,P,noData
LEEJOEPA1,2017-07-02,2671-02148,P,noData
LEEJOEPA1,2017-07-11,2671-02151,P,noData
LEEJOEPA1,2017-07-25,2671-02152,P,noData
LEEJOEPA1,2017-08-05,2711-77893,P,"This male CARW is feeding its 2nd brood, (1st brood happened while he was unbanded), in a hanging plant on our deck.

I have numerous videos of him coming and going from the nest.  Great videos."
LEEJOEPA1,2017-08-12,2641-97055,P,noData
LEEJOEPA1,2017-08-24,2671-02150,P,noData
LEONTESDC1,2014-04-07,1342-74095,P,"yearColumn = 2013, Banded 6/5/2013; yearColumn = 2014, resighted by participant 7 April"
LERMSUSMA1,2012-12-27,2531-91101,P,noData
LERMSUSMA1,2012-12-27,2531-91102,P,noData
LERMSUSMA1,2012-12-27,2690-87701,P,noData
LERMSUSMA1,2014-05-20,2561-86689,P,noData
LEWASUSMA1,2012-01-23,2531-91135,P,noData
LEWASUSMA1,2012-02-25,2531-91135,P,noData
LEWASUSMA1,2012-08-02,2531-91136,P,noData
LEWASUSMA1,2012-08-04,2531-91135,P,noData
LEWASUSMA1,2012-10-11,2531-91136,P,noData
LEWASUSMA1,2012-12-26,2531-91135,P,noData
LEWASUSMA1,2013-02-21,2561-86608,P,noData
LEWASUSMA1,2013-03-14,2561-86608,P,noData
LEWASUSMA1,2013-08-19,2561-86608,P,noData
LEWASUSMA1,2013-09-19,2531-91135,P,noData
LEWASUSMA1,2013-10-03,2561-86608,P,noData
LEWASUSMA1,2013-11-19,2561-86608,P,noData
LEWASUSMA1,2013-12-17,2561-86608,P,noData
LEWASUSMA1,2014-04-16,2561-86608,P,noData
LEWASUSMA1,2014-11-10,2561-86608,P,noData
LEWASUSMA1,2014-12-07,2561-86608,P,noData
LEWASUSMA1,2015-03-06,2561-86608,P,noData
LEWASUSMA1,2015-04-30,2561-86608,P,noData
LEWASUSMA1,2015-07-24,2750-35024,P,noData
LEWASUSMA1,2016-01-31,2561-86608,P,noData
LEWASUSMA1,2016-11-29,2561-86608,P,This bird has been around for several years with a mate.
LEWASUSMA1,2017-05-08,2561-86608,P,There was no purple band showing on this bird recently. It must have fallen off.
LIEBJUDMD1,2009-06-25,2281-69478,P,"yearColumn = 2008, banded_6/19/08; yearColumn = 2009, resighted by participant<d5>s neighbor 25 June; yearColumn = 2010, resighted 5/27/2010"
LINDHANMD1,2010-04-12,2301-56089,P,"yearColumn = 2008, banded_7/19; yearColumn = 2009, Recap. 6/23/2009; yearColumn = 2010, resighted by participant 4/12/10"
LOFLKATNC1,2015-05-31,851-39857,P,noData
LOFLKATNC1,2015-08-12,851-39857,P,noData
LOFLKATNC1,2015-08-13,851-39856,P,noData
LOFLKATNC1,2015-08-23,2180-92413,P,noData
LOFLKATNC1,2015-08-23,2750-51221,P,noData
LOFLKATNC1,2015-10-03,851-39856,P,noData
LOFLKATNC1,2015-10-03,851-39857,P,noData
LOFLKATNC1,2015-10-14,2180-92413,P,noData
LOFLKATNC1,2015-10-15,2180-92413,P,noData
LOFLKATNC1,2015-10-23,2750-51221,P,noData
LOFLKATNC1,2015-11-15,2180-92413,P,noData
LOFLKATNC1,2015-11-15,2750-51221,P,noData
LOFLKATNC1,2015-11-15,851-39856,P,noData
LOFLKATNC1,2015-11-15,851-39857,P,noData
LYNCPATPA1,2014-05-27,2641-64093,P,noData
LYNCPATPA1,2014-05-27,2710-53666,P,noData
LYNCPATPA1,2014-05-30,2641-64095,P,noData
LYNCPATPA1,2014-06-06,2710-53668,P,noData
LYNCPATPA1,2014-06-09,2641-64096,P,noData
LYNCPATPA1,2014-06-11,2641-64093,P,noData
LYNCPATPA1,2014-06-11,2641-64095,P,noData
LYNCPATPA1,2014-06-11,2710-53664,P,noData
LYNCPATPA1,2014-06-12,2710-53661,P,noData
LYNCPATPA1,2014-06-12,2710-53666,P,noData
LYNCPATPA1,2014-07-23,2641-64095,P,noData
LYNCPATPA1,2014-08-28,1761-81933,P,noData
LYNCPATPA1,2014-08-28,2641-64096,P,noData
LYNCPATPA1,2014-08-28,2710-53666,P,noData
LYNCPATPA1,2014-09-01,2710-53668,P,noData
LYNCPATPA1,2015-04-09,1761-81933,P,noData
LYNCPATPA1,2015-04-16,2710-53665,P,noData; NA
LYNCPATPA1,2015-04-18,2710-53666,P,noData
LYNCPATPA1,2015-05-03,2710-53664,P,noData
LYNCPATPA1,2015-05-04,2641-64095,P,noData
LYNCPATPA1,2015-05-12,2641-64093,P,noData
LYNCPATPA1,2015-07-08,2710-53666,P,noData
LYNCPATPA1,2015-09-29,2710-53666,P,noData
LYNCPATPA1,2015-10-04,2710-53664,P,noData
LYNCPATPA1,2015-11-10,2641-64093,P,noData
LYNCPATPA1,2016-05-01,2641-64094,P,noData
LYNCPATPA1,2016-05-31,2641-64093,P,noData
LYNCPATPA1,2016-06-08,2710-53666,P,noData
LYNCPATPA1,2016-07-19,2641-64095,P,noData
LYNCPATPA1,2016-08-03,1761-81933,P,noData
LYNCPATPA1,2016-08-21,2641-64095,P,noData
LYNCPATPA1,2016-08-27,2750-45303,P,noData
LYNCPATPA1,2016-09-12,2710-53666,P,noData
LYNCPATPA1,2016-09-17,2750-45305,P,noData
LYNCPATPA1,2016-12-25,2701-39410,P,noData
LYNCPATPA1,2017-02-01,2741-54806,P,noData
LYONLYNVA1,2009-04-15,2341-30011,P,"yearColumn = 2008, banded_6/30; yearColumn = 2009, resighted by participant april 2009"
MADJDAVPA1,2015-01-27,2430-14742,P,noData
MADJDAVPA1,2015-06-18,1781-50465,P,noData
MADJDAVPA1,2015-06-22,1781-50465,P,noData
MADJDAVPA1,2015-06-23,2430-14742,P,noData
MADJDAVPA1,2015-07-04,2430-14742,P,noData
MADJDAVPA1,2015-07-08,1781-50465,P,noData
MADJDAVPA1,2015-07-08,1781-50466,P,noData
MADJDAVPA1,2015-07-09,1781-50466,P,noData
MADJDAVPA1,2015-07-19,2430-14743,P,noData
MADJDAVPA1,2015-08-20,1781-50465,P,noData
MADJDAVPA1,2015-09-12,1781-50466,P,noData
MADJDAVPA1,2015-09-12,2430-14742,P,noData
MADJDAVPA1,2015-09-20,2430-14743,P,noData; NA
MADJDAVPA1,2015-10-04,2430-14743,P,noData; NA
MADJDAVPA1,2015-10-19,1781-50465,P,noData
MADJDAVPA1,2015-10-20,1781-50465,P,noData
MADJDAVPA1,2015-10-20,2430-14743,P,noData; NA
MADJDAVPA1,2015-11-06,2430-14743,P,noData; NA
MADJDAVPA1,2015-12-11,2430-14743,P,noData; NA
MADJDAVPA1,2015-12-12,2430-14743,P,noData; NA
MADJDAVPA1,2015-12-14,2430-14742,P,noData
MADJDAVPA1,2015-12-14,2430-14743,P,noData
MADJDAVPA1,2015-12-19,1781-50465,P,noData
MADJDAVPA1,2015-12-19,2711-77427,P,noData
MADJDAVPA1,2015-12-20,2430-14742,P,noData
MADJDAVPA1,2015-12-20,2430-14743,P,noData
MADJDAVPA1,2015-12-22,1781-50466,P,noData
MADJDAVPA1,2015-12-22,2430-14743,P,noData
MADJDAVPA1,2015-12-23,2430-14743,P,noData
MADJDAVPA1,2015-12-23,2711-77427,P,noData
MADJDAVPA1,2015-12-28,1781-50465,P,noData
MADJDAVPA1,2015-12-28,1781-50466,P,noData
MADJDAVPA1,2015-12-31,2711-77427,P,noData
MADJDAVPA1,2016-01-06,1781-50466,P,noData
MADJDAVPA1,2016-01-06,2711-77427,P,noData
MADJDAVPA1,2016-01-08,1781-50465,P,noData
MADJDAVPA1,2016-01-08,2430-14743,P,noData
MADJDAVPA1,2016-01-09,1781-50465,P,noData
MADJDAVPA1,2016-01-09,2430-14742,P,noData
MADJDAVPA1,2016-01-09,2430-14743,P,noData
MADJDAVPA1,2016-01-10,1781-50465,P,noData
MADJDAVPA1,2016-01-10,2711-77427,P,noData
MADJDAVPA1,2016-01-11,1781-50465,P,noData
MADJDAVPA1,2016-01-14,1781-50465,P,noData
MADJDAVPA1,2016-01-15,1781-50465,P,noData
MADJDAVPA1,2016-01-17,2711-77427,P,noData
MADJDAVPA1,2016-01-23,2711-77427,P,noData
MADJDAVPA1,2016-01-28,2430-14742,P,noData
MADJDAVPA1,2016-01-30,2711-77427,P,noData
MADJDAVPA1,2016-02-01,1781-50465,P,noData
MADJDAVPA1,2016-02-01,2430-14743,P,noData
MADJDAVPA1,2016-02-01,2711-77427,P,noData
MADJDAVPA1,2016-02-02,2430-14742,P,noData
MADJDAVPA1,2016-02-02,2711-77427,P,noData
MADJDAVPA1,2016-02-03,2430-14743,P,noData
MADJDAVPA1,2016-02-03,2711-77427,P,noData
MADJDAVPA1,2016-02-07,1781-50466,P,noData
MADJDAVPA1,2016-02-07,2430-14742,P,noData
MADJDAVPA1,2016-02-08,2430-14743,P,noData
MADJDAVPA1,2016-02-08,2711-77427,P,noData
MADJDAVPA1,2016-02-11,2430-14743,P,noData
MADJDAVPA1,2016-02-11,2711-77427,P,noData
MADJDAVPA1,2016-02-18,2430-14743,P,noData
MADJDAVPA1,2016-02-21,2430-14742,P,noData
MADJDAVPA1,2016-02-29,1781-50465,P,noData
MADJDAVPA1,2016-02-29,2430-14742,P,noData
MADJDAVPA1,2016-03-18,1781-50465,P,noData
MADJDAVPA1,2016-03-19,2711-77427,P,noData
MADJDAVPA1,2016-03-30,2711-77427,P,noData
MADJDAVPA1,2016-03-31,2711-77427,P,noData
MADJDAVPA1,2016-04-03,1781-50465,P,noData
MADJDAVPA1,2016-04-04,1781-50465,P,noData
MADJDAVPA1,2016-04-18,2711-77427,P,noData
MADJDAVPA1,2016-05-02,2430-14741,P,noData
MADJDAVPA1,2016-05-09,2430-14740,P,He is living in a front tree and seems to be taking items into the tree all day.
MADJDAVPA1,2016-05-10,2430-14740,P,noData
MADJDAVPA1,2016-05-21,2430-14741,P,noData
MADJDAVPA1,2016-05-23,2430-14740,P,noData
MADJDAVPA1,2016-05-24,2430-14744,P,noData
MADJDAVPA1,2016-09-16,2430-14741,P,noData
MADJDAVPA1,2016-10-12,2750-45316,P,noData
MADJDAVPA1,2016-10-28,2661-08096,P,noData
MADJDAVPA1,2016-10-29,2661-08096,P,noData
MADJDAVPA1,2016-12-05,1781-50466,P,noData
MADJDAVPA1,2016-12-05,2661-08096,P,noData
MADJDAVPA1,2016-12-05,2741-54817,P,noData
MADJDAVPA1,2016-12-09,2741-54817,P,noData
MADJDAVPA1,2017-03-02,2430-14741,P,This little one has been living in the front shrubs all winter.  He's been much more active lately and has been flitting about with some other birds.
MADJDAVPA1,2017-03-05,2661-08096,P,noData
MADJDAVPA1,2017-03-05,2741-54817,P,This morning she is eating seeds and pulling up small plants under the hedges she lives in.
MADJDAVPA1,2017-03-07,2741-54817,P,"She is busy bringing nesting materials into the shrub.  She seems to have a poor sense of what will fit neatly into the shrub and you can see large, brown bits of plant material sticking out of the top of the shrub."
MADJDAVPA1,2017-03-08,2661-08096,P,noData
MADJDAVPA1,2017-03-09,2661-08096,P,noData
MADJDAVPA1,2017-03-24,2741-54817,P,Gathering nesting materials.
MADJDAVPA1,2017-04-02,2741-54817,P,Gathering nesting materials
MADJDAVPA1,2017-04-03,2741-54817,P,noData
MADJDAVPA1,2017-04-08,1781-50466,P,noData
MADJDAVPA1,2017-04-11,2741-54817,P,noData
MADJDAVPA1,2017-04-13,2661-08096,P,noData
MADJDAVPA1,2017-04-14,2661-08096,P,noData
MADJDAVPA1,2017-04-21,2661-08096,P,He and his mate seem to be very busy this morning.  Their nest may have been damaged in the storm that came through yesterday.  The shrub they built in was quite battered and the female was very active after the storm.
